,Src,Eqid,Datetime,Lat,Lon,Mag,Depth,Nst,Place
800,nn,00426400,1381800772274,39.0778,-119.0461,1.41,5.2635,17,"14km NE of Yerington, Nevada"
801,us,b000kddn,1381800300140,10.0394,123.7827,4.8,21.31,,"14km SE of Perrelos, Philippines"
802,ci,11378338,1381799520000,32.6323,-115.6913,1.1,8.7,14,"11km WNW of Progreso, Mexico"
803,us,b000kdd6,1381799258410,9.9352,124.1289,5,20.71,,"3km E of Canmaya Diot, Philippines"
804,nc,72087661,1381799215000,36.5032,-121.0557,1.5,14.2,,"25km ENE of Soledad, California"
805,ak,10824439,1381799182000,63.3467,-149.4048,1,97,6,"23km WSW of Cantwell, Alaska"
806,ci,11378322,1381798301100,33.4585,-116.8985,1,12.4,30,"3km WNW of Aguanga, California"
807,ak,10824424,1381797838000,59.3438,-153.185,3.4,100,42,"90km WSW of Anchor Point, Alaska"
808,us,b000kdca,1381797227270,9.9579,124.0698,5.3,27.71,,"2km ESE of Nahawan, Philippines"
809,us,b000kdbw,1381796941510,9.9987,124.1819,5.3,38.87,,"7km NW of Danao, Philippines"
810,nc,72087656,1381796307200,38.8143,-122.8067,1.1,2.1,,"5km NW of The Geysers, California"
811,us,b000kdb4,1381795952900,9.8662,124.0115,7.1,20,,"2km NE of Catigbian, Philippines"
812,uu,60041212,1381795406900,41.7185,-109.9087,3.4,-3.1,,"42km WNW of Green River, Wyoming"
813,us,b000kdb3,1381794985930,-1.8424,100.3582,5,55.07,,"59km SSW of Painan, Indonesia"
814,ak,10824249,1381794470000,63.3238,-151.3536,1,10,9,"120km W of Cantwell, Alaska"
815,ak,10824250,1381794384000,56.5599,-149.3922,3,11.7,26,"228km SE of Kodiak, Alaska"
816,ak,10824248,1381794380000,64.988,-147.2705,1,1,7,"24km NNE of Badger, Alaska"
817,ci,11378306,1381793686900,35.0325,-117.6765,1.7,0,18,0km NE of Quarry at BORON
818,ak,10824237,1381792878000,61.811,-150.5573,1.7,4,26,"28km WNW of Willow, Alaska"
819,pr,13287011,1381792522900,19.5601,-66.3015,3,13,4,"121km N of Brenas, Puerto Rico"
820,ak,10824232,1381791760000,63.1463,-149.4038,1.5,75.2,19,"35km SW of Cantwell, Alaska"
821,ak,10824230,1381791529000,60.4679,-140.8217,1.6,11.2,15,"99km ENE of Cape Yakataga, Alaska"
822,us,b000kdai,1381791376780,-44.5277,167.8532,4.2,4.5,,"84km NW of Queenstown, New Zealand"
823,uw,60610762,1381790175200,43.4463,-124.0745,1.5,0,,"12km ENE of North Bend, Oregon"
824,ci,11378290,1381790019300,32.6075,-116.9738,1.3,0,11,0km SW of Quarry at SYS-1
825,ak,10824213,1381789259000,61.3242,-150.9498,1.3,14.6,10,"57km WNW of Anchorage, Alaska"
826,ak,10826015,1381788989000,51.5223,-176.234,1.6,25.5,6,"49km SE of Adak, Alaska"
827,ak,10824196,1381788263000,61.8808,-150.0802,1.4,7.6,15,"15km N of Willow, Alaska"
828,ak,10824189,1381787489000,60.1295,-141.0832,1.4,8.1,14,"75km E of Cape Yakataga, Alaska"
829,ak,10824177,1381787066000,59.8229,-153.2758,2.5,115.1,45,"79km SSW of Redoubt Volcano, Alaska"
830,ak,10824170,1381786629000,60.6978,-143.0717,2,20.7,26,"78km NNW of Cape Yakataga, Alaska"
831,ci,11378282,1381786520100,33.708,-116.7452,1,18.1,25,"4km SSW of Idyllwild-Pine Cove, California"
832,uw,60610727,1381785512500,49.3543,-120.6052,2.4,0,,"13km SSW of Princeton, Canada"
833,nm,101613b,1381785459800,36.5356,-89.5965,1.2,8.3,8,"6km SSE of Lilbourn, Missouri"
834,uu,60041187,1381784943800,41.9045,-112.42,1.1,5,,"28km NW of Garland, Utah"
835,pr,13287010,1381784922100,18.152,-65.9117,1.1,22,9,"5km SW of Las Piedras, Puerto Rico"
836,nc,72087606,1381784837200,38.8273,-122.8655,1.8,2.2,,"10km WNW of The Geysers, California"
837,us,b000kd81,1381784575460,38.4597,141.5812,4.3,87.11,,"25km E of Ishinomaki, Japan"
838,uw,60610702,1381783413800,49.042,-122.1065,1.5,8.1,,"10km E of Abbotsford, Canada"
839,ci,11378274,1381783194300,33.4915,-116.486,1.6,15.9,41,"18km ESE of Anza, California"
840,ci,37161557,1381783164200,33.4967,-116.4865,1.6,15.7,15,"18km ESE of Anza, California"
841,ak,10824118,1381783005000,59.7953,-153.4546,2.9,129.6,16,"82km E of Old Iliamna, Alaska"
842,ci,11378242,1381782901200,33.4957,-116.4838,1,15.1,23,"18km ESE of Anza, California"
843,pr,13287009,1381782730500,18.9326,-65.3452,2.6,7,3,"69km N of Culebra, Puerto Rico"
844,pr,13287008,1381782055400,18.972,-65.2549,1.7,43,4,"74km N of Culebra, Puerto Rico"
845,nc,72087586,1381782023200,41.6542,-122.2127,1.3,0,,"27km ESE of Montague, California"
846,pr,13287007,1381781485900,18.9032,-64.428,2.1,14,5,"57km NNE of Road Town, British Virgin Islands"
847,pr,13287006,1381781192600,17.902,-66.5927,2.4,10,7,"12km S of Ponce, Puerto Rico"
848,ci,11378234,1381780476300,33.4543,-116.9085,1.6,12.6,43,"4km WNW of Aguanga, California"
849,ak,10824087,1381779504000,62.6931,-149.4362,1.2,59.1,17,"53km NE of Talkeetna, Alaska"
850,ci,11378226,1381779171700,32.8807,-116.2567,1.4,5.9,22,"26km ENE of Pine Valley, California"
851,ci,11378218,1381778507400,36.239,-118.3293,1.6,5.9,9,"47km SSW of Lone Pine, California"
852,ci,11378210,1381778392500,36.1555,-118.0685,1.6,7.8,10,"49km S of Lone Pine, California"
853,ci,11378202,1381778306000,32.8795,-116.254,1.9,5.4,28,"26km ENE of Pine Valley, California"
854,ak,10824042,1381777888000,60.173,-153.012,2.1,118,16,"37km SSW of Redoubt Volcano, Alaska"
855,ci,11378194,1381777840500,34.0538,-117.1888,1.8,14.9,68,"0km WSW of Redlands, California"
856,ak,10824027,1381776161000,61.5958,-146.5513,1.8,12.5,27,"52km NNW of Valdez, Alaska"
857,ci,11378186,1381776123900,33.2008,-115.6548,1,5,12,"13km WSW of Niland, California"
858,ci,11378178,1381776079600,33.2075,-115.665,1.6,1.6,24,"14km WSW of Niland, California"
859,hv,60576201,1381774891800,19.368,-155.2138,1.9,3.1,,"7km SSE of Volcano, Hawaii"
860,ci,11378162,1381773517800,33.4685,-116.4455,1.3,9.4,31,"23km ESE of Anza, California"
861,ak,10826006,1381773213000,61.7315,-151.9807,1.7,111.4,16,"102km W of Willow, Alaska"
862,ci,11378154,1381772446800,33.2042,-115.677,2.6,2.5,51,"15km WSW of Niland, California"
863,ak,10823962,1381772357000,62.9407,-151.015,1.6,113.8,20,"82km NNW of Talkeetna, Alaska"
864,ci,11378130,1381771214900,33.2063,-115.6657,1.6,1.8,32,"14km WSW of Niland, California"
865,hv,60576156,1381770321900,19.4085,-155.275,1.8,2.2,,"4km WSW of Volcano, Hawaii"
866,ak,10823936,1381770221000,63.3088,-149.3243,1.5,8.8,19,"20km WSW of Cantwell, Alaska"
867,nn,00426358,1381768968002,37.4776,-117.4205,1.25,6.8133,15,"30km SSW of Goldfield, Nevada"
868,ci,11378114,1381767308100,34.1663,-117.4333,1,8.7,12,"8km N of Fontana, California"
869,us,b000kcwi,1381766950830,-18.4793,-178.0132,5,550.27,,"250km NNE of Ndoi Island, Fiji"
870,ak,10823784,1381766760000,59.1564,-153.2373,2.6,80,27,"105km SW of Anchor Point, Alaska"
871,ci,11378106,1381766622500,33.2577,-115.6718,1,1.9,12,"14km W of Niland, California"
872,pr,13287005,1381762281400,18.8332,-67.315,2.8,13,5,"44km NNW of San Antonio, Puerto Rico"
873,nc,72087431,1381761490900,40.3007,-121.758,1.7,11.2,,"24km SSE of Shingletown, California"
874,pr,13287004,1381761147600,18.7649,-67.295,2.5,16,6,"36km NW of San Antonio, Puerto Rico"
875,uu,60041152,1381760536200,44.7375,-110.7655,1,8.4,,"28km ENE of West Yellowstone, Montana"
876,ak,10823729,1381760323000,65.0416,-149.9894,1.8,13.4,16,"30km E of Manley Hot Springs, Alaska"
877,ak,10826000,1381760239000,62.5395,-150.2966,1,10,10,"25km NNW of Talkeetna, Alaska"
878,nc,72087426,1381759253200,36.5453,-121.1322,1.5,7.7,,"21km NE of Soledad, California"
879,nc,72087421,1381759074900,38.82,-122.8253,1.6,1.2,,"7km NW of The Geysers, California"
880,nc,72087411,1381758592300,38.8203,-122.8253,1.3,1.2,,"7km NW of The Geysers, California"
881,us,b000kcu8,1381758524450,-0.22,127.2417,4.7,104.21,,"111km S of Kota Ternate, Indonesia"
882,ci,11378098,1381757987700,33.1985,-115.6805,1.2,2.2,16,"15km WSW of Niland, California"
883,ci,37161325,1381757798300,33.2047,-115.6733,1.1,0.2,9,"14km WSW of Niland, California"
884,ci,37161317,1381757784800,33.2218,-115.667,1,5.1,7,"13km W of Niland, California"
885,ci,11378082,1381757777800,33.2012,-115.676,1.6,2.5,23,"15km WSW of Niland, California"
886,ci,37161309,1381757566000,33.2092,-115.6748,1.5,0.9,10,"14km WSW of Niland, California"
887,ci,11378074,1381757559600,33.2053,-115.6727,2.2,2,44,"14km WSW of Niland, California"
888,ci,11378066,1381757474600,33.1982,-115.6678,1.2,2.6,15,"14km WSW of Niland, California"
889,ci,37161301,1381757250400,33.1995,-115.6673,1.1,0.2,11,"14km WSW of Niland, California"
890,ci,11378058,1381757227000,33.2005,-115.6733,1.3,2.1,28,"15km WSW of Niland, California"
891,ci,11378034,1381756185500,33.1993,-115.6697,1.1,2.5,22,"14km WSW of Niland, California"
892,us,b000kctu,1381756018500,11.365,-86.0618,4.6,87.81,,"15km WSW of Tola, Nicaragua"
893,ci,11378026,1381755513700,33.207,-115.6762,1.2,0.5,20,"15km WSW of Niland, California"
894,ci,11378018,1381755227300,33.199,-115.6792,1.2,1.9,18,"15km WSW of Niland, California"
895,ci,11378010,1381754764700,33.1973,-115.6777,1.3,1.9,21,"15km WSW of Niland, California"
896,ci,11378002,1381754448100,33.203,-115.6623,2,2.1,21,"13km WSW of Niland, California"
897,ci,11377986,1381754360000,33.204,-115.677,3,0.9,37,"15km WSW of Niland, California"
898,ci,11377978,1381754303800,33.2015,-115.676,3.6,1.5,35,"15km WSW of Niland, California"
899,ci,11377970,1381754297500,33.2008,-115.6777,2.7,2.1,42,"15km WSW of Niland, California"
900,nc,72087391,1381753833700,37.4733,-121.8173,2.5,6.9,,"9km ENE of Milpitas, California"
901,ci,11377954,1381753514500,33.2055,-115.6672,1.5,3.7,11,"14km WSW of Niland, California"
902,ak,10825998,1381752727000,61.8056,-150.6416,1.1,59.8,9,"32km WNW of Willow, Alaska"
903,ak,10823691,1381751878000,60.0706,-141.5405,1.4,0,5,"49km E of Cape Yakataga, Alaska"
904,nc,72087376,1381751783700,37.5238,-118.8547,1,8.8,,"17km SE of Mammoth Lakes, California"
905,ak,10825996,1381750505000,59.811,-153.1966,2.1,114.1,20,"76km W of Anchor Point, Alaska"
906,ak,10825995,1381750063000,61.5838,-150.8513,1.3,64.4,8,"46km WSW of Willow, Alaska"
907,us,b000kcsw,1381749552500,43.1416,149.4905,4.6,39.17,,"235km ESE of Shikotan, Russia"
908,ci,11377930,1381748928100,33.209,-115.6772,1.4,1.1,17,"15km WSW of Niland, California"
909,nc,72087341,1381748253000,39.6992,-123.6988,1.4,2.1,,"18km W of Laytonville, California"
910,nc,72087336,1381747428100,35.7448,-120.2798,1.4,5,,"13km NE of Shandon, California"
911,us,b000kcsj,1381747357150,13.9252,51.4988,4.7,33.56,,"144km S of Sayhut, Yemen"
912,pr,13287003,1381747331900,17.7649,-66.4667,2,14,5,"23km SSW of Santa Isabel, Puerto Rico"
913,uu,60041147,1381746343700,39.7037,-111.2363,1.2,1.2,,"19km ENE of Fairview, Utah"
914,ak,10823679,1381745999000,59.6638,-152.0491,1.4,59.9,7,"17km SW of Anchor Point, Alaska"
915,nn,00426339,1381745958780,38.2874,-118.4912,1.5,9.9551,11,"28km SSE of Hawthorne, Nevada"
916,nc,72087326,1381745899600,37.4083,-121.7618,2,6.8,,"5km ENE of East Foothills, California"
917,ak,10825992,1381745533000,63.1453,-150.819,1.3,125.4,9,"97km WSW of Cantwell, Alaska"
918,ci,11377906,1381745292000,33.2118,-115.6763,1.1,0.3,13,"15km WSW of Niland, California"
919,ak,10825991,1381744910000,58.1027,-153.9161,2,66,8,"62km N of Larsen Bay, Alaska"
920,nc,72087316,1381744464800,40.3335,-122.0808,1.6,9.7,,"17km ESE of Cottonwood, California"
921,ak,10823671,1381744248000,59.0814,-135.1708,1.8,29.1,5,"22km SE of Haines, Alaska"
922,ci,11377890,1381743977200,33.2035,-115.6708,1,0.9,15,"14km WSW of Niland, California"
923,ci,11377882,1381743575200,33.1975,-115.674,1.5,1.6,17,"15km WSW of Niland, California"
924,ci,11377874,1381743501100,33.2047,-115.6788,1.9,1.5,28,"15km WSW of Niland, California"
925,uu,60041137,1381743133000,39.6998,-111.2253,1,3.4,,"20km ENE of Fairview, Utah"
926,ak,10825989,1381743052000,52.4321,-172.9712,2.5,5,6,"87km ENE of Atka, Alaska"
927,ak,10825987,1381742541000,63.1808,-150.7358,1.3,127.7,10,"92km WSW of Cantwell, Alaska"
928,us,b000kcri,1381742535240,-5.6752,122.4794,4.8,12.04,,"27km SSW of Baubau, Indonesia"
929,ci,11377866,1381742403300,33.1982,-115.6733,1.7,2.1,37,"15km WSW of Niland, California"
930,ci,11377858,1381742403300,33.1993,-115.6722,1.7,2.2,41,"14km WSW of Niland, California"
931,ci,11377850,1381742363700,33.2017,-115.673,1.6,2.1,40,"14km WSW of Niland, California"
932,ci,11377842,1381741963900,33.1987,-115.672,1.2,2.1,27,"14km WSW of Niland, California"
933,nn,00426337,1381741944721,37.2836,-115.3734,1.6,0,17,"20km WSW of Alamo, Nevada"
934,ci,11377834,1381741410000,33.3512,-116.93,1.1,7,11,"11km SSW of Aguanga, California"
935,ci,11377826,1381741373500,33.2005,-115.6778,1.7,1.9,24,"15km WSW of Niland, California"
936,ci,11377818,1381741313500,33.1987,-115.6792,2.1,2.1,38,"15km WSW of Niland, California"
937,ci,11377810,1381741092800,33.1968,-115.6772,1.3,2.1,19,"15km WSW of Niland, California"
938,nc,72087301,1381740918700,38.762,-122.741,1.3,2.1,,"2km SE of The Geysers, California"
939,ci,11377802,1381740705500,33.2067,-115.672,1.3,1.6,18,"14km WSW of Niland, California"
940,ci,11377794,1381740523500,33.2117,-115.6708,1.3,2.6,11,"14km WSW of Niland, California"
941,ci,11377786,1381740383000,33.2017,-115.6748,1.2,2.2,16,"15km WSW of Niland, California"
942,ci,11377778,1381739942300,33.2018,-115.677,2.2,0.1,17,"15km WSW of Niland, California"
943,ci,11377770,1381739914800,33.2023,-115.6783,2.7,2.2,54,"15km WSW of Niland, California"
944,ci,11377762,1381739701300,33.2067,-115.6755,1.6,1.1,20,"15km WSW of Niland, California"
945,ci,11377754,1381739605300,33.1937,-115.6655,1.1,3.8,12,"14km WSW of Niland, California"
946,ci,11377746,1381738789300,36.152,-118.0713,1.8,7,13,"50km S of Lone Pine, California"
947,ak,10823652,1381738654000,51.6243,-175.1645,2.6,38.2,7,"91km SW of Atka, Alaska"
948,ci,11377738,1381738579300,33.2038,-115.6688,1.4,2.4,35,"14km WSW of Niland, California"
949,ci,11377730,1381738344200,33.1995,-115.6767,2.2,2.5,42,"15km WSW of Niland, California"
950,ci,11377722,1381737511100,33.1385,-116.2872,1.8,7.1,14,"15km SSE of Borrego Springs, California"
951,uu,60041132,1381736964300,37.7708,-113.8237,1.9,10.5,,"23km NNW of Enterprise, Utah"
952,ci,11377714,1381736229000,33.2135,-115.6692,1.1,0.3,11,"14km WSW of Niland, California"
953,ci,11377706,1381735779000,33.519,-116.5747,1.3,15.2,47,"10km ESE of Anza, California"
954,uu,60041122,1381735459600,44.5063,-111.1457,1.6,15.8,,"17km S of West Yellowstone, Montana"
955,ci,11377690,1381735323000,33.2092,-115.6707,1.2,3.6,19,"14km WSW of Niland, California"
956,ci,11377682,1381735202900,33.1987,-115.667,1,6.1,15,"14km WSW of Niland, California"
957,uu,60041112,1381735120400,44.5043,-111.1432,1.3,16.2,,"17km S of West Yellowstone, Montana"
958,ci,11377674,1381735088300,33.2022,-115.6737,1.8,2,28,"15km WSW of Niland, California"
959,ci,11377666,1381734975500,33.1998,-115.6747,2.9,2.6,55,"15km WSW of Niland, California"
960,uu,60041107,1381734942000,44.4987,-111.1453,1.7,14.8,,"18km S of West Yellowstone, Montana"
961,hv,60575931,1381734929500,19.4447,-155.2928,1.9,4.2,,"5km WNW of Volcano, Hawaii"
962,uu,60041097,1381734738000,44.5023,-111.1445,1.9,15.4,,"18km S of West Yellowstone, Montana"
963,ci,11377634,1381734635700,33.2075,-115.6673,1.4,4.2,28,"14km WSW of Niland, California"
964,ci,11377626,1381734546900,33.204,-115.6692,1.6,2.1,44,"14km WSW of Niland, California"
965,ci,11377602,1381734462900,33.2032,-115.6745,2.7,2.4,55,"15km WSW of Niland, California"
966,ci,11377594,1381734462900,33.2078,-115.676,2.6,2,53,"15km WSW of Niland, California"
967,uu,60041092,1381734446400,40.5022,-111.3458,1.5,9.3,,"5km E of Heber, Utah"
968,hv,60575906,1381734009300,19.2552,-155.4023,2,36.8,,"9km NE of Pahala, Hawaii"
969,hv,60575901,1381733946700,19.2495,-155.4055,1.9,36,,"9km ENE of Pahala, Hawaii"
970,ci,11377586,1381733695000,36.158,-118.0665,1.7,2.6,15,"49km S of Lone Pine, California"
971,ci,11377578,1381733256900,35.4882,-118.289,1.4,2,8,"19km S of Weldon, California"
972,ci,11377554,1381733014300,33.205,-115.6748,3,2.1,68,"15km WSW of Niland, California"
973,nc,72087246,1381732959900,38.824,-122.826,1.4,2.2,,"7km NW of The Geysers, California"
974,ci,11377562,1381732877200,36.1518,-118.0707,2,0.5,13,"50km S of Lone Pine, California"
975,pr,13287002,1381731125900,18.7759,-64.2505,2.5,46,3,"55km NE of Road Town, British Virgin Islands"
976,nc,72087231,1381731117600,38.7445,-122.693,1.8,0.7,,"6km W of Middletown, California"
977,pr,13287001,1381730629700,19.44,-68.199,2.9,31,3,"97km NNE of Punta Cana, Dominican Republic"
978,ak,10823620,1381730091000,51.6764,-175.1627,2.1,21.6,8,"87km SW of Atka, Alaska"
979,ak,10823619,1381729778000,60.0879,-141.5947,1.4,0,6,"46km E of Cape Yakataga, Alaska"
980,ci,11377498,1381729355200,33.631,-116.7005,1,16.2,41,"8km NNW of Anza, California"
981,ak,10823614,1381729284000,60.4572,-140.9168,1.9,3.2,20,"94km ENE of Cape Yakataga, Alaska"
982,ak,10825981,1381729108000,60.0816,-153.3977,2.2,155.1,23,"57km SW of Redoubt Volcano, Alaska"
983,ci,11377490,1381728812500,36.1513,-118.0713,2.8,2.9,21,"50km S of Lone Pine, California"
984,us,b000kcn9,1381727991860,-7.2803,125.654,4.2,492.64,,"141km N of Dili, East Timor"
985,nc,72087191,1381727218200,38.8213,-122.7665,1.1,2.6,,"3km W of Cobb, California"
986,ak,10825980,1381726567000,62.5681,-149.0308,1.2,59.2,13,"61km ENE of Talkeetna, Alaska"
987,hv,60575856,1381726459400,19.4305,-155.2747,2.1,1.1,,"3km W of Volcano, Hawaii"
988,hv,60575841,1381725911400,19.4253,-155.2678,2.6,1.7,,"3km W of Volcano, Hawaii"
989,ci,11377466,1381725908900,33.2078,-115.6725,1.1,0.8,22,"14km WSW of Niland, California"
990,nc,72087181,1381725795400,37.3838,-118.4052,1.7,6.1,,"2km SSW of Dixon Lane-Meadow Creek, California"
991,ci,11377458,1381725663300,33.2035,-115.6688,1.2,2.8,31,"14km WSW of Niland, California"
992,hv,60575831,1381725332000,19.4362,-155.2788,2.5,1,,"4km W of Volcano, Hawaii"
993,nc,72087171,1381725201900,37.5243,-118.8513,1.2,8.7,,"17km SE of Mammoth Lakes, California"
994,ak,10823597,1381725097000,60.9375,-146.8732,1.7,14.9,15,"35km SW of Valdez, Alaska"
995,ci,11377442,1381725032900,33.2053,-115.6758,1.1,1.1,21,"15km WSW of Niland, California"
996,nc,72087161,1381724821100,37.384,-118.4047,3.2,6.6,,"1km NNW of Bishop, California"
997,nc,72087156,1381724772000,37.3823,-118.4043,2.2,6.3,,"0km SE of Dixon Lane-Meadow Creek, California"
998,hv,60575811,1381724546300,19.4222,-155.2765,2.5,1.3,,"4km WSW of Volcano, Hawaii"
999,nc,72087146,1381724444800,37.5247,-118.8515,1.5,9,,"17km SE of Mammoth Lakes, California"
1000,ci,11377418,1381724230000,33.205,-115.672,2.5,1.7,58,"14km WSW of Niland, California"
1001,nn,00426320,1381723317310,38.0165,-118.102,1.29,6.04,8,"72km SE of Hawthorne, Nevada"
1002,nc,72087126,1381722831100,37.5063,-118.7992,1.2,12.7,,"21km SE of Mammoth Lakes, California"
1003,ci,11377410,1381722745500,34.0302,-117.173,1,4.5,12,"2km SSE of Redlands, California"
1004,nn,00426317,1381721768180,38.0258,-118.1791,2.26,0,29,"67km SE of Hawthorne, Nevada"
1005,uu,60041087,1381721257200,44.7288,-110.7723,1.6,5,,"27km ENE of West Yellowstone, Montana"
1006,us,b000kcl6,1381720742400,28.117,103.0104,4.7,28.63,,"20km NE of Xincheng, China"
1007,uw,60610447,1381719972600,46.2018,-122.1875,1.2,0,,"38km NNE of Amboy, Washington"
1008,uu,60041082,1381719892500,44.7428,-110.7667,1.3,7.7,,"28km ENE of West Yellowstone, Montana"
1009,nc,72087096,1381719505000,38.833,-122.755,1.2,0.9,,"3km WNW of Cobb, California"
1010,ci,11377378,1381718792200,33.1938,-115.6718,1,2.4,21,"15km WSW of Niland, California"
1011,nn,00426316,1381718766928,38.0157,-118.1098,1.23,5.3499,12,"72km SE of Hawthorne, Nevada"
1012,nc,72087071,1381718702700,36.637,-121.2053,2.1,5.1,,"24km SE of Ridgemark, California"
1013,ak,10823568,1381718461000,62.9181,-148.2329,1.7,63.8,27,"63km SE of Cantwell, Alaska"
1014,ci,11377370,1381718270000,33.2057,-115.673,1.5,1.9,40,"14km WSW of Niland, California"
1015,nc,72087051,1381717781700,38.804,-122.8177,1.1,3.4,,"6km WNW of The Geysers, California"
1016,ak,10823563,1381717648000,60.9322,-147.5733,1.4,19.4,11,"62km ENE of Whittier, Alaska"
1017,nc,72087036,1381717014300,38.8372,-122.8088,1,2.5,,"7km WNW of Cobb, California"
1018,hv,60575741,1381716903400,19.1957,-155.4578,1.9,0.1,,"2km ESE of Pahala, Hawaii"
1019,ak,10823557,1381716819000,62.6567,-149.3246,1.3,3.4,16,"54km NE of Talkeetna, Alaska"
1020,se,101413a,1381716807100,35.5493,-84.5017,1.4,20.9,6,"6km SSW of Sweetwater, Tennessee"
1021,ci,11377362,1381716794800,33.504,-116.4717,1,11.1,33,"19km ESE of Anza, California"
1022,nc,72087021,1381714884400,37.5257,-118.8505,1.7,9,,"17km SE of Mammoth Lakes, California"
1023,ak,10823549,1381714415000,63.081,-150.3644,2.3,101.6,29,"79km WSW of Cantwell, Alaska"
1024,ci,11377346,1381714089800,33.467,-116.5243,1.1,9.7,33,"16km SE of Anza, California"
1025,ci,11377338,1381712825100,35.0317,-117.6875,1.3,0,21,0km WNW of Quarry at BORON
1026,hv,60575676,1381710292200,19.3885,-155.2417,2.2,3,,"4km S of Volcano, Hawaii"
1027,ak,10825973,1381709835000,58.8851,-155.3422,2.7,192.3,23,"79km ENE of King Salmon, Alaska"
1028,pr,13287000,1381709705500,18.2439,-67.0343,2.1,25,8,"4km WSW of Las Marias, Puerto Rico"
1029,mb,13710997,1381708974200,47.5926,-113.736,1.4,20,15,"28km E of Pablo, Montana"
1030,ak,10825972,1381708828000,58.0724,-151.7001,2.5,6,23,"52km NE of Kodiak, Alaska"
1031,ci,11377314,1381708175700,33.7088,-116.758,1.2,18.2,37,"4km SW of Idyllwild-Pine Cove, California"
1032,ak,10823534,1381708112000,64.9156,-148.6056,2.4,21.9,30,"30km WNW of Ester, Alaska"
1033,mb,13316384,1381708001000,45.4816,-112.3543,1,13.3,9,"36km NE of Dillon, Montana"
1034,ci,11377306,1381707768000,32.9087,-115.9485,1.1,5.3,19,"27km WNW of Seeley, California"
1035,ak,10823531,1381706489000,63.5361,-152.2987,1.2,16.1,8,"167km W of Cantwell, Alaska"
1036,ci,11377290,1381700602300,34.0853,-117.4445,1.3,4.4,35,"1km SW of Fontana, California"
1037,us,b000kcfh,1381700390400,-54.4153,143.3595,5,14.48,,West of Macquarie Island
1038,ak,10823524,1381699083000,64.2826,-149.9331,1.4,14.1,19,"51km SW of North Nenana, Alaska"
1039,uw,60610332,1381698746900,49.4592,-120.5043,2.1,0,,"0km ENE of Princeton, Canada"
1040,ci,11377274,1381697928900,32.6678,-115.91,2.4,12,42,"24km SW of Seeley, California"
1041,ak,10825463,1381697340000,63.3189,-151.2584,1.1,10.4,9,"115km W of Cantwell, Alaska"
1042,pr,13286005,1381696290900,18.8633,-67.124,2.5,16,6,"41km NNW of Isabela, Puerto Rico"
1043,ak,10825462,1381695133000,62.0478,-150.9969,1.6,64.9,19,"55km WSW of Talkeetna, Alaska"
1044,nc,72086946,1381694884500,38.7492,-122.7003,1.3,1.5,,"5km ESE of The Geysers, California"
1045,ak,10823517,1381694517000,60.1412,-141.719,1.6,7.4,15,"40km ENE of Cape Yakataga, Alaska"
1046,ak,10823513,1381693689000,64.2752,-149.9576,1.2,12.9,17,"52km SW of North Nenana, Alaska"
1047,nc,72086936,1381692685900,38.814,-122.8082,1.1,2.9,,"6km NW of The Geysers, California"
1048,nc,72086921,1381692013800,37.5238,-118.8545,1.2,9.5,,"17km SE of Mammoth Lakes, California"
1049,ak,10823508,1381691886000,55.583,-158.4403,2.5,36.8,12,"77km SSE of Chignik Lake, Alaska"
1050,nc,72086906,1381690231900,36.6403,-121.266,1.8,5.9,,"21km NE of Gonzales, California"
1051,pr,13286003,1381687379400,18.9722,-65.9608,2.4,25,9,"58km NNE of San Juan, Puerto Rico"
1052,uw,60610202,1381687044800,48.2222,-121.9673,2,15.9,,"7km ENE of Arlington Heights, Washington"
1053,ak,10823498,1381686654000,64.8699,-147.349,1,15.6,13,"11km NE of Badger, Alaska"
1054,pr,13286004,1381685963800,19.3045,-64.7421,2.4,13,3,"99km N of Road Town, British Virgin Islands"
1055,us,b000kccu,1381685565830,4.0245,96.0092,5.8,50.99,,"18km SW of Meulaboh, Indonesia"
1056,us,b000kcch,1381684854580,23.046,122.8454,4.5,15.34,,"158km S of Yonakuni, Japan"
1057,ak,10825457,1381683884000,58.3397,-155.7674,2.3,5.4,20,"64km SE of King Salmon, Alaska"
1058,ak,10825456,1381683834000,58.3328,-155.7589,2.3,5.3,23,"65km SE of King Salmon, Alaska"
1059,ak,10823491,1381683684000,61.5196,-150.1468,1.8,44.8,28,"10km W of Big Lake, Alaska"
1060,us,b000kcbt,1381680856120,36.7035,71.3891,4.4,175.45,,"13km W of Ashkasham, Afghanistan"
1061,ci,11377242,1381679391900,35.7952,-118.5653,1.5,11.9,26,"7km N of Alta Sierra, California"
1062,mb,13921770,1381679283700,48.1163,-114.0725,1.1,14,12,"5km N of Bigfork, Montana"
1063,ak,10825454,1381678458000,59.9462,-152.8832,1.9,102.1,22,"60km S of Redoubt Volcano, Alaska"
1064,hv,60575476,1381678043500,19.4012,-155.2665,2.6,2.2,,"4km SW of Volcano, Hawaii"
1065,nc,72086866,1381676609800,37.5238,-118.8497,1.2,8.5,,"17km SE of Mammoth Lakes, California"
1066,nn,00426276,1381676349820,37.3828,-117.1409,1.41,0,25,"37km SSE of Goldfield, Nevada"
1067,pr,13286002,1381676262000,19.2548,-64.7714,2.8,44,3,"94km N of Road Town, British Virgin Islands"
1068,ci,11377210,1381675614500,33.8398,-116.8348,1.4,15.4,53,"9km SSW of Cabazon, California"
